Apple ID,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
154,-1.68696,-2.20478,0.521075,0.700609,-1.9003,0.541469,-2.17968,bad
155,-3.91849,-0.289519,2.67807,-1.2984,0.766755,0.360116,-2.20602,good
156,1.94987,-0.78061,-3.13447,0.115947,0.418512,-1.72995,1.37814,bad
157,-1.87573,-1.10457,0.106935,2.80836,-2.19868,1.81963,0.0998147,bad
158,0.471149,-1.87918,-3.94511,0.457822,1.82704,2.92651,0.151745,bad
159,0.00833931,-0.258309,-0.589022,2.21656,2.34741,-0.439728,-4.79764,good
160,-3.02382,-0.847655,-3.92648,0.630642,-3.39271,4.04227,-0.760862,bad
161,3.25691,0.976144,-0.403344,6.29787,-4.28328,-5.8646,3.49926,bad
162,0.600956,-1.30468,0.785337,1.77136,1.12384,1.41379,2.34786,good
163,1.36093,-0.969685,-2.87448,0.905056,-0.131909,0.135906,1.61209,bad
164,-1.33802,-0.414034,-1.03899,2.19399,0.339238,2.05529,-0.240022,bad
165,-0.348625,1.83615,-0.191223,3.54938,-0.850151,-3.65189,1.65662,bad
166,-0.915869,-2.11753,-0.722325,2.0385,-1.55071,2.45531,-2.05873,bad
167,0.648403,-0.597958,-0.348552,1.20565,0.685867,2.03225,-2.21295,good
168,2.21435,-0.0293264,-1.64331,3.37537,-0.310932,-0.733332,1.0103,good
169,-2.16581,-2.17645,2.30017,-0.551487,-0.902726,2.76264,-2.03118,good
170,0.892741,-2.57026,0.686403,2.20201,-0.332588,-1.84103,1.40297,good
171,-2.6289,-2.05118,-1.24276,0.0283189,-0.474314,1.34006,2.25824,bad
172,-0.125752,0.0246447,0.00325581,1.45697,-0.178902,2.08377,-0.131764,good
173,-0.784981,-2.56469,-2.83616,1.62918,-0.846003,5.54814,-2.17899,bad
174,0.26823,-1.15715,2.57197,-0.329585,-1.24208,2.22625,3.04163,good
175,-3.00549,-0.487317,2.24018,-0.952809,1.9301,-0.252654,-2.33715,bad
176,1.68388,-2.24219,2.24606,1.35622,-1.25223,-1.72052,-0.961004,bad
177,-1.08028,1.24466,1.21507,-0.812246,-0.0623066,-0.277078,-1.977,good
178,-3.07508,-1.5165,-1.66861,0.171907,1.10358,3.37823,-0.00159396,bad
179,0.443372,-2.63792,0.319253,2.62246,2.5512,1.18844,-1.01324,good
180,2.18124,-2.2809,0.471697,2.99273,-0.991189,2.61776,2.5608,good
181,-1.61841,-2.89623,3.29958,1.41192,1.35981,0.900347,0.157979,good
182,-2.55552,-0.517085,-0.931773,-1.08354,0.638364,3.29907,-1.13688,bad
183,-2.45622,-1.30067,1.90372,-0.329152,0.640678,0.325073,-2.5683,good
184,-4.96851,-0.814306,-0.481643,1.81428,1.34789,3.77285,1.95171,bad
185,-0.307073,-1.5507,-4.76535,-1.64889,4.75376,2.60304,2.59769,bad
186,-1.6236,1.66715,-1.00461,-0.173799,-2.27691,0.914227,2.05664,bad
187,-2.7433,-1.21404,-1.98925,-0.650298,-0.495184,3.84917,-1.86583,bad
188,-2.65336,-1.6163,2.62595,0.195551,2.42362,-0.194979,-3.94078,good
189,-2.68493,-1.37455,1.01425,-0.0838195,1.66164,2.81412,-0.765,bad
190,-0.433011,-1.47376,1.06234,0.988939,0.219545,2.11838,0.924712,good
191,2.92443,-0.928251,-4.66314,-0.547999,2.73019,1.89816,-0.237264,good
192,-1.71144,0.620784,-0.733592,-0.351416,-1.09521,1.75416,0.859773,bad
193,-2.1331,-0.739688,-0.748787,0.474688,1.77186,1.25716,0.260289,bad
194,-2.93762,-0.707788,1.11177,0.697301,0.991533,0.388504,0.848923,bad
195,1.30099,-1.28559,0.443455,1.21646,0.411153,-3.54854,4.16975,bad
196,-0.81584,-0.301607,-0.001498,-0.384304,-1.082,2.34449,-0.493979,good
197,-1.67418,0.396477,1.07588,1.09284,1.38409,-0.199555,-0.404407,bad
198,-1.77697,-1.87703,-0.698024,-0.246476,2.47594,0.0818841,5.01131,bad
199,-3.97694,-1.87677,-0.103706,1.48225,-0.416407,1.76528,2.71898,bad
200,-1.19355,-1.48455,-1.6828,-0.255826,1.8883,1.36956,1.6402,bad
201,-4.38986,0.185576,2.3275,0.949381,2.20785,0.288005,3.76163,bad
202,1.10365,-3.01614,2.01913,1.74641,2.76166,-3.30201,2.87456,good
203,-2.84087,0.358603,-3.13045,-0.184856,-0.0476267,4.05742,-0.157131,bad
204,0.237406,-0.743632,1.89278,1.36601,1.26545,1.02398,1.09501,good
205,0.0993224,-2.01829,-1.59264,2.01577,-1.48208,0.863353,-1.71094,bad
206,-4.32795,-0.870679,-0.254844,0.357469,3.3276,2.48368,1.79599,bad
207,4.49097,-0.329475,-1.27403,3.15929,4.45074,-2.13557,0.268904,good
208,0.944946,-3.32149,2.96792,0.0781987,-0.965457,2.64844,-0.502764,good
209,-0.961388,-1.26052,-3.24689,-0.754799,-0.243771,4.24257,-2.15335,bad
210,-0.66382,-0.801457,0.024577,3.52623,1.78174,1.01006,0.938911,good
211,-0.0623551,-1.32464,-1.78242,-0.346283,-0.937752,0.863851,-2.83524,bad
212,2.35,-3.96824,-1.1019,-2.52426,1.59618,1.7863,2.14184,good
213,-0.592137,-0.0623115,-0.523055,2.13744,3.0758,-0.347275,-3.04568,good
214,-1.12376,-1.66263,3.38816,2.15128,1.79955,-1.99514,-1.48435,bad
215,2.61191,-0.922059,-2.1969,3.53321,-0.921278,-0.015432,1.61789,good
216,-0.458838,-0.936625,-0.802758,1.55955,0.167666,1.91712,-0.348892,good
217,1.56667,0.868559,-0.0442735,-0.716643,1.76854,-0.872781,2.68472,good
218,0.098975,-1.53406,-0.403879,3.1838,0.13801,-2.54419,0.280207,good
219,-0.27107,-2.51585,2.34292,0.699965,0.356716,1.94189,-1.65299,good
220,0.305715,-0.481595,-0.114757,2.18198,3.87957,-3.67556,1.76245,good
221,1.75965,1.68775,-1.5441,-1.89445,-0.808631,1.41624,0.838,good
222,0.546616,-0.900337,-1.01942,2.54886,0.569765,-1.56412,1.91366,good
223,-0.511164,-1.64756,2.07018,-3.12734,3.44714,-2.43572,1.18245,good
224,0.624839,-0.786826,0.907733,-0.350257,0.653573,-1.48045,2.56937,good
225,-2.00214,-2.62582,-0.908799,-1.78018,1.19705,3.67859,-4.43433,bad
226,0.585208,-1.4804,-1.53043,1.59253,0.221291,-0.0466263,1.50889,bad
227,-1.05288,-3.29099,-4.0563,-0.709076,-3.59839,2.09593,-6.46099,bad
228,-1.78415,-1.10158,0.703586,4.19064,2.96054,0.0143684,1.13433,good
229,-1.2443,0.24802,-0.230558,1.66768,-2.81832,-1.96534,-0.245247,bad
230,-1.28628,1.10542,-3.15693,1.97386,0.223007,1.44271,0.814293,bad
231,-2.61993,-2.22221,3.21016,3.19823,4.00514,-0.869893,-0.630161,good
232,-0.0492135,0.00622397,-0.56433,1.53907,2.35155,-2.51134,1.41309,good
233,1.2983,-0.333266,-1.85306,-0.0554025,3.74834,-1.12686,-0.486259,bad
234,-1.50484,-0.609848,-1.53515,1.82192,-1.00664,2.05272,0.530686,bad
235,-4.98847,-0.190696,3.45144,-0.759693,1.72614,-0.0859106,-1.85469,good
236,-2.34334,-0.618778,-0.454251,1.19764,1.10202,2.85379,0.675495,bad
237,0.124122,-1.24831,-0.763912,1.88579,-1.16048,0.64547,-0.251871,bad
238,3.06249,-0.168911,-1.45813,3.22803,-1.22168,-1.76662,1.12321,bad
239,-0.903391,-0.0064813,-1.85798,1.90567,-1.32363,-0.237555,-0.635233,bad
240,-2.27931,-2.12729,-1.05673,1.48795,1.48048,2.65368,2.66213,bad
241,-2.21737,-1.66791,3.01012,1.28328,1.42127,-2.21429,3.7583,bad
242,-0.0264857,-0.799181,-3.372,3.22329,-1.31933,0.301003,-0.816365,bad
243,-4.57262,0.100534,1.58403,-0.552687,-0.677375,1.37915,0.142474,bad
244,-2.75716,0.781497,3.33026,0.231806,3.29324,-4.66124,7.40474,bad
245,2.50937,-3.1136,-2.8,2.15258,-1.28959,1.09155,-1.02211,good
246,0.550523,-0.255666,-0.569825,-0.502992,-1.60519,2.96392,0.128325,good
247,-1.51344,5.149,-0.392047,3.67806,-1.5822,-3.87115,0.918079,good
248,0.113811,-1.50747,-2.05159,0.423058,1.31481,1.93501,-1.09833,bad
249,-2.03878,-1.09725,0.533117,2.4834,2.8323,0.33369,-0.430799,good
250,-4.40188,-1.88084,-0.185528,-1.15577,1.51741,2.43594,-4.6635,bad
251,5.18962,-0.380352,0.674041,2.7119,4.22695,-2.08801,3.6775,good
252,0.09678,-0.61904,1.37266,-1.55175,-1.48809,1.91323,-2.73068,good
253,-3.13692,0.203914,2.31298,4.40078,-4.78638,1.18121,-1.44519,bad
254,-0.845554,1.63692,-1.39746,0.207483,-2.82607,-0.210229,0.196019,good
255,1.21534,0.454075,-0.910715,2.83916,-1.28671,-1.30209,0.340238,good
256,-4.4418,-1.30817,-0.644852,1.03075,0.743742,3.01215,-1.55264,bad
257,-2.43814,3.60329,-3.99427,-0.3991,0.810791,0.8132,-1.67431,good
258,-1.61607,-0.196202,-2.14554,0.0242365,1.76786,-1.73878,-0.985096,good
259,-1.2204,0.727752,0.500212,0.941043,1.72032,-1.42265,0.866285,bad
260,1.86451,0.565855,-1.23982,-0.460607,-3.68407,3.53143,-0.0797617,good
261,-2.74518,-1.10499,1.26367,0.992078,0.327277,-0.581334,3.15271,bad
262,3.14483,-0.618456,-1.88886,-2.31844,1.98841,2.17124,3.44184,good
263,-0.888109,0.0197082,-1.14775,0.062865,0.485839,1.33219,-0.531192,bad
264,0.177787,-1.12986,-0.274235,3.29136,-3.4036,-1.13617,0.69982,bad
265,0.778344,0.750074,-2.1065,0.25045,1.19405,-0.297127,1.33801,bad
266,-1.66013,-0.926468,-0.12413,1.83162,0.257863,0.619933,2.5412,bad
267,0.391502,-2.23193,-4.27295,-0.252954,1.47274,2.70087,0.236001,bad
268,-1.55247,-1.35363,0.298421,-0.168359,0.833208,3.27951,-0.15317,bad
269,0.470464,0.28685,1.31703,4.68073,-3.13704,-4.61962,2.19315,bad
270,0.410514,-1.07364,0.217295,1.09501,-1.44618,2.21687,0.727059,good
271,-1.02942,-0.315372,1.82445,1.23213,0.215069,-2.69392,2.09973,bad
272,-3.17926,-0.884673,0.775792,-0.109996,3.81563,0.421346,2.15791,bad
273,-0.284108,-1.75492,1.17445,2.28945,1.28825,1.15311,0.39887,good
274,2.48438,-1.38918,-1.43749,1.10087,-1.444,0.938353,1.49017,good
275,2.68386,-4.70092,1.40042,1.34697,-1.30408,4.61142,0.692202,good
276,-6.12967,4.73823,0.253477,-1.39323,1.96485,-3.41088,-5.01526,good
277,-2.59262,-0.264751,0.600962,-0.35274,2.68377,-0.698221,2.47674,bad
278,-2.26361,2.12684,-1.56302,-1.67506,0.0250713,1.92711,0.764295,bad
279,-0.560749,-0.157071,-1.69514,0.454258,1.54203,0.351701,1.82218,bad
280,1.4076,-1.27404,-3.7402,0.637889,1.14841,1.56149,-0.0600365,bad
281,-0.443087,-2.35205,-1.47948,1.06603,-0.939353,1.61996,-2.42008,bad
282,-5.17383,-0.832567,3.81408,-1.13765,1.29722,-0.634693,-1.39485,good
283,3.6611,-2.30911,-2.73442,3.63504,0.376114,3.82718,0.0261719,good
284,0.624366,-3.76294,-1.62994,1.2388,-0.401242,0.129117,0.383299,good
285,-0.441543,-2.20732,-2.66863,0.778624,0.189522,3.35459,0.409553,bad
286,-5.49985,-1.75076,-0.640523,0.407011,-1.60688,1.97473,-3.07734,bad
287,-4.2521,-1.35236,1.09213,1.57133,-2.32276,2.43355,-0.046495,bad
288,-1.9641,-1.4023,3.5621,0.391377,-0.844019,1.85576,3.55164,good
289,0.489451,0.377926,-2.88415,0.50974,-0.167084,2.29517,0.427387,bad
290,-3.21987,0.375194,1.64995,1.48211,1.04628,-2.20167,4.0433,bad
291,-0.886137,-1.12587,-0.29121,2.59602,1.27957,1.26176,0.328406,good
292,-1.30518,-1.10709,2.47014,2.11896,1.76289,-0.0222969,0.807896,good
293,-2.62517,-0.572031,1.6099,0.995256,0.318017,-1.18469,2.20142,bad
294,0.497028,-4.50101,-0.720715,3.17712,2.53615,-2.0321,3.35016,good
295,0.591232,-0.00195466,1.19556,1.80464,-0.309609,-0.344143,2.28009,bad
296,-1.41565,-0.948498,-0.638342,1.53714,1.63188,0.143543,3.25633,bad
297,-3.85383,-1.86823,1.41524,1.59127,-0.0621912,2.39022,1.79836,bad
298,1.13755,-0.312701,-1.40332,0.531703,-0.58418,-2.71162,2.72006,bad
299,-3.00002,-0.474207,1.69025,1.53479,1.61553,-0.553767,0.0517716,good
300,-2.69058,-1.31431,0.676251,-0.0413873,-0.0748726,1.53025,-1.81845,good
301,0.660365,0.658653,-0.974906,2.12439,0.562971,-1.7359,1.33344,good
302,0.9696,-3.87365,1.3701,2.43508,0.355648,3.21724,2.43431,good
303,2.66815,-3.91603,-0.0749127,-0.712558,1.17775,0.0939167,-0.328379,good
304,-3.27357,-1.25434,2.68255,1.22256,1.14152,-0.728923,4.47212,bad
305,-1.77224,0.446927,-1.53381,2.00301,3.60365,-0.452173,-3.64647,good
306,-2.25444,-0.181272,-0.374981,-0.641099,3.26885,-1.13736,3.73976,bad
307,-2.66349,-2.79174,-1.96816,0.220644,1.70602,3.88901,2.72028,bad
308,1.6358,-0.234381,-2.30423,1.6104,-1.09721,-0.193123,-0.172241,bad
309,-0.376045,-1.44283,-0.870774,1.2966,-0.213574,0.989835,-1.42881,bad
310,1.64892,1.89223,1.23609,0.766091,3.40239,-2.48663,6.00885,good
311,-2.99452,-0.240735,1.27384,-0.143859,2.20735,0.181571,-1.07245,good
312,-4.83261,-2.36107,4.95082,-1.83889,1.05891,0.202573,-2.17134,good
313,-1.6281,1.29694,-0.107773,0.86994,3.0191,0.4563,0.594901,bad
314,-2.10659,1.01784,2.23647,2.27223,-1.37383,-2.23172,1.31386,bad
315,3.09634,-3.11185,-4.33757,2.32521,2.25837,1.14229,0.0133573,good
316,-0.425372,1.23885,-1.33519,1.94014,1.96648,0.104978,-1.92267,good
317,-4.24444,0.599377,4.46981,1.9208,-1.3508,-3.69063,4.28867,bad
318,-1.93824,-2.48836,-0.859811,0.812294,-2.25389,1.48043,-2.95755,bad
319,-2.22878,-1.03419,0.921878,-0.1611,2.69418,-0.803584,2.31658,bad
320,-0.68668,-3.02088,-0.399128,2.9024,2.59457,-3.42291,0.46833,good
321,-0.0715264,-0.298655,-2.20054,1.68379,-1.5061,0.15593,-0.779829,bad
